Event ID,Date,Year,Month,Month Number,Week,Plant,Production Line,Machine ID,Machine Type,Shift,Operator ID,Technician,Downtime Category,Downtime Reason,Planned or Unplanned,Root Cause,Downtime Minutes,Downtime Hours,Repair Cost EURO,Cost per Minute,Production Units Lost,Product Type,Status,Resolution Time,Maintenance Type
DT-100097,2023-01-17,2023,January,1,3,Plant C - Katowice,Line 3,MC-4933,Painting Robot,Afternoon (14:00-22:00),OP-1150,P. Kowalski,Utility Failure,Cooling System Failure,Unplanned,Chiller malfunction,199.0,3.32,2258.02,11.35,123,Consumer Electronics,Pending,,Corrective
DT-100098,2023-01-17,2023,January,1,3,Plant B - Lyon,Line 2,MC-7100,Painting Robot,Morning (06:00-14:00),OP-1026,H. Zajac,Material Shortage,Raw Material Delay,Unplanned,Customs delay,88.0,1.47,1167.87,13.27,49,Automotive Component,Resolved,2.48,N/A
DT-100095,2023-01-17,2023,January,1,3,Plant C - Katowice,Line 3,MC-5280,Packaging Unit,Afternoon (14:00-22:00),OP-1063,A. Schmidt,Material Shortage,Supplier Late Delivery,Unplanned,Supplier logistics delay,324.1,5.4,1680.2,5.18,341,Packaging Materials,Resolved,9.34,N/A
DT-100093,2023-01-17,2023,January,1,3,Plant C - Katowice,Line 2,MC-5166,Robotic Welder,Afternoon (14:00-22:00),OP-1188,A. Schmidt,Tooling Issue,Tool Wear,Unplanned,Exceeded tool life,20.9,0.35,350.95,16.79,17,Medical Device,Resolved,0.47,Corrective
DT-100092,2023-01-17,2023,January,1,3,Plant C - Katowice,Line 3,MC-5280,Packaging Unit,Afternoon (14:00-22:00),OP-1332,K. Varga,Material Shortage,Raw Material Delay,Unplanned,Inventory planning gap,253.1,4.22,1520.76,6.01,260,Automotive Component,Resolved,7.04,N/A
DT-100094,2023-01-17,2023,January,1,3,Plant A - Stuttgart,Line 1,MC-2813,Packaging Unit,Afternoon (14:00-22:00),OP-1281,P. Kowalski,Mechanical Failure,Gearbox Malfunction,Unplanned,Misalignment,153.0,2.55,784.44,5.13,193,Medical Device,In Progress,1.5,Corrective
DT-100106,2023-01-18,2023,January,1,3,Plant A - Stuttgart,Line 1,MC-1773,Press Machine,Night (22:00-06:00),OP-1326,E. Wagner,Changeover,Recipe Changeover,Planned,Scheduled production changeover,111.4,1.86,518.16,4.65,78,Consumer Electronics,Pending,,N/A
DT-100105,2023-01-18,2023,January,1,3,Plant D - Bratislava,Line 2,MC-3594,Painting Robot,Morning (06:00-14:00),OP-1069,F. Rousseau,Material Shortage,Raw Material Delay,Unplanned,Supplier logistics delay,216.3,3.6,1582.56,7.32,166,Automotive Component,Resolved,6.09,N/A
DT-100103,2023-01-18,2023,January,1,3,Plant A - Stuttgart,Line 3,MC-5053,Conveyor System,Morning (06:00-14:00),OP-1051,H. Zajac,Preventive Maintenance,Calibration,Planned,Scheduled maintenance plan (TPM calendar),160.3,2.67,445.75,2.78,81,Industrial Parts,Resolved,3.72,Preventive
DT-100104,2023-01-18,2023,January,1,3,Plant A - Stuttgart,Line 1,MC-6890,Press Machine,Night (22:00-06:00),OP-1300,N. Horvat,Mechanical Failure,Bearing Failure,Unplanned,Component wear beyond tolerance,122.7,2.04,1039.86,8.47,94,Packaging Materials,In Progress,1.63,Emergency
DT-100101,2023-01-18,2023,January,1,3,Plant C - Katowice,Line 1,MC-5200,Injection Molding,Night (22:00-06:00),OP-1050,N. Horvat,Mechanical Failure,Bearing Failure,Unplanned,Fatigue crack,188.5,3.14,2397.83,12.72,253,Consumer Electronics,Pending,,Emergency
DT-100100,2023-01-18,2023,January,1,3,Plant D - Bratislava,Line 2,MC-4486,Press Machine,Night (22:00-06:00),OP-1132,E. Wagner,Utility Failure,Cooling System Failure,Unplanned,Chiller malfunction,39.2,0.65,554.43,14.14,27,Medical Device,Pending,,Corrective
DT-100099,2023-01-18,2023,January,1,3,Plant C - Katowice,Line 2,MC-4697,Painting Robot,Night (22:00-06:00),OP-1395,M. Novak,Mechanical Failure,Belt Breakage,Unplanned,Fatigue crack,213.4,3.56,1396.98,6.55,141,Automotive Component,Resolved,6.13,Emergency
DT-100102,2023-01-18,2023,January,1,3,Plant C - Katowice,Line 3,MC-4933,Painting Robot,Afternoon (14:00-22:00),OP-1246,M. Novak,Mechanical Failure,Gearbox Malfunction,Unplanned,Misalignment,137.2,2.29,1655.08,12.06,102,Packaging Materials,Resolved,2.41,Emergency
DT-100107,2023-01-19,2023,January,1,3,Plant C - Katowice,Line 3,MC-7027,Assembly Robot,Afternoon (14:00-22:00),OP-1028,R. Nagy,Changeover,Tooling Changeover,Planned,Scheduled production changeover,78.2,1.3,840.97,10.75,72,Medical Device,Resolved,2.06,N/A
DT-100108,2023-01-19,2023,January,1,3,Plant C - Katowice,Line 3,MC-4933,Painting Robot,Morning (06:00-14:00),OP-1281,K. Varga,Mechanical Failure,Belt Breakage,Unplanned,Misalignment,220.3,3.67,2491.23,11.31,128,Medical Device,Resolved,4.87,Emergency
DT-100109,2023-01-19,2023,January,1,3,Plant C - Katowice,Line 2,MC-9148,Injection Molding,Morning (06:00-14:00),OP-1135,S. Kaczmarek,Operator Error,Safety Interlock Triggered,Unplanned,Inadequate training,48.1,0.8,551.71,11.47,75,Automotive Component,Pending,,N/A
DT-100110,2023-01-19,2023,January,1,3,Plant B - Lyon,Line 1,MC-1574,Painting Robot,Night (22:00-06:00),OP-1065,N. Horvat,Material Shortage,Component Stockout,Unplanned,Supplier logistics delay,137.8,2.3,1118.53,8.12,82,Consumer Electronics,Resolved,3.15,N/A
DT-100117,2023-01-20,2023,January,1,3,Plant B - Lyon,Line 1,MC-1574,Painting Robot,Night (22:00-06:00),OP-1206,N. Horvat,Mechanical Failure,Gearbox Malfunction,Unplanned,Fatigue crack,34.2,0.57,239.97,7.02,20,Automotive Component,Resolved,0.82,Emergency
DT-100116,2023-01-20,2023,January,1,3,Plant A - Stuttgart,Line 3,MC-5053,Conveyor System,Morning (06:00-14:00),OP-1139,D. Muller,Mechanical Failure,Gearbox Malfunction,Unplanned,Fatigue crack,219.4,3.66,1584.74,7.22,106,Consumer Electronics,In Progress,2.83,Emergency
DT-100115,2023-01-20,2023,January,1,3,Plant C - Katowice,Line 1,MC-7702,Painting Robot,Morning (06:00-14:00),OP-1253,A. Schmidt,Changeover,Product Changeover,Planned,Scheduled production changeover,121.3,2.02,1164.45,9.6,83,Automotive Component,Resolved,2.49,N/A
DT-100112,2023-01-20,2023,January,1,3,Plant C - Katowice,Line 3,MC-3041,Injection Molding,Afternoon (14:00-22:00),OP-1329,E. Wagner,Utility Failure,Cooling System Failure,Unplanned,Grid instability,109.1,1.82,1133.25,10.39,142,Medical Device,Resolved,2.24,Emergency
DT-100113,2023-01-20,2023,January,1,3,Plant A - Stuttgart,Line 2,MC-7849,Packaging Unit,Afternoon (14:00-22:00),OP-1154,A. Schmidt,Mechanical Failure,Bearing Failure,Unplanned,Component wear beyond tolerance,167.6,2.79,635.29,3.79,210,Medical Device,Pending,,Corrective
DT-100111,2023-01-20,2023,January,1,3,Plant D - Bratislava,Line 2,MC-2798,Press Machine,Night (22:00-06:00),OP-1112,E. Wagner,Electrical Failure,Control Panel Fault,Unplanned,Faulty relay,148.7,2.48,895.7,6.02,135,Packaging Materials,Resolved,3.5,Corrective
DT-100114,2023-01-20,2023,January,1,3,Plant B - Lyon,Line 1,MC-5990,CNC Machine,Morning (06:00-14:00),OP-1156,J. Dubois,Electrical Failure,Wiring Short Circuit,Unplanned,Voltage spike,109.8,1.83,1297.35,11.82,88,Packaging Materials,Resolved,3.06,Emergency
DT-100118,2023-01-21,2023,January,1,3,Plant A - Stuttgart,Line 2,MC-7849,Packaging Unit,Afternoon (14:00-22:00),OP-1069,H. Zajac,Utility Failure,Water Supply Interruption,Unplanned,Chiller malfunction,144.0,2.4,482.95,3.35,174,Automotive Component,Resolved,3.65,Emergency
DT-100119,2023-01-21,2023,January,1,3,Plant B - Lyon,Line 1,MC-5990,CNC Machine,Afternoon (14:00-22:00),OP-1070,P. Kowalski,Tooling Issue,Tool Breakage,Unplanned,Material hardness variance,73.9,1.23,864.6,11.7,45,Medical Device,Resolved,1.72,Corrective
DT-100120,2023-01-21,2023,January,1,3,Plant B - Lyon,Line 1,MC-6684,Injection Molding,Morning (06:00-14:00),OP-1244,K. Varga,Electrical Failure,Power Supply Failure,Unplanned,Voltage spike,137.4,2.29,847.34,6.17,237,Automotive Component,Pending,,Emergency
DT-100121,2023-01-21,2023,January,1,3,Plant A - Stuttgart,Line 3,MC-5908,Press Machine,Afternoon (14:00-22:00),OP-1279,S. Kaczmarek,Software/PLC Error,Firmware Crash,Unplanned,Software bug,79.0,1.32,666.6,8.44,61,Consumer Electronics,Resolved,1.72,Corrective
DT-100122,2023-01-21,2023,January,1,3,Plant D - Bratislava,Line 2,MC-7141,Robotic Welder,Night (22:00-06:00),OP-1227,E. Wagner,Mechanical Failure,Gearbox Malfunction,Unplanned,Fatigue crack,119.1,1.98,2184.18,18.34,129,Consumer Electronics,Resolved,2.17,Emergency
DT-100123,2023-01-21,2023,January,1,3,Plant C - Katowice,Line 2,MC-1687,Injection Molding,Afternoon (14:00-22:00),OP-1086,B. Klein,Mechanical Failure,Bearing Failure,Unplanned,Component wear beyond tolerance,265.3,4.42,3549.39,13.38,320,Automotive Component,Resolved,4.85,Corrective
DT-100124,2023-01-21,2023,January,1,3,Plant A - Stuttgart,Line 3,MC-5502,Conveyor System,Night (22:00-06:00),OP-1386,T. Weber,Changeover,Tooling Changeover,Planned,Scheduled production changeover,98.0,1.63,571.51,5.83,54,Packaging Materials,Resolved,1.83,N/A
DT-100125,2023-01-21,2023,January,1,3,Plant A - Stuttgart,Line 3,MC-4621,Packaging Unit,Afternoon (14:00-22:00),OP-1301,J. Dubois,Mechanical Failure,Motor Burnout,Unplanned,Lubrication failure,29.4,0.49,228.44,7.77,31,Medical Device,Resolved,0.66,Corrective
DT-100132,2023-01-22,2023,January,1,3,Plant A - Stuttgart,Line 1,MC-6890,Press Machine,Morning (06:00-14:00),OP-1298,E. Wagner,Software/PLC Error,PLC Program Fault,Unplanned,Software bug,42.1,0.7,223.52,5.31,29,Automotive Component,Resolved,1.06,Corrective
DT-100134,2023-01-22,2023,January,1,3,Plant C - Katowice,Line 2,MC-9148,Injection Molding,Afternoon (14:00-22:00),OP-1076,H. Zajac,Software/PLC Error,Firmware Crash,Unplanned,Unhandled exception,104.5,1.74,831.48,7.96,131,Packaging Materials,Resolved,1.8,Corrective
DT-100133,2023-01-22,2023,January,1,3,Plant C - Katowice,Line 1,MC-5200,Injection Molding,Night (22:00-06:00),OP-1073,K. Varga,Software/PLC Error,HMI Communication Loss,Unplanned,Configuration drift,36.4,0.61,233.74,6.42,46,Automotive Component,Resolved,0.91,Corrective
DT-100131,2023-01-22,2023,January,1,3,Plant D - Bratislava,Line 1,MC-6667,Press Machine,Morning (06:00-14:00),OP-1189,S. Kaczmarek,Software/PLC Error,PLC Program Fault,Unplanned,Configuration drift,50.4,0.84,473.35,9.39,39,Industrial Parts,In Progress,0.7,Corrective
DT-100129,2023-01-22,2023,January,1,3,Plant D - Bratislava,Line 1,MC-6667,Press Machine,Morning (06:00-14:00),OP-1316,F. Rousseau,Mechanical Failure,Bearing Failure,Unplanned,Fatigue crack,131.7,2.19,1149.47,8.73,90,Packaging Materials,Resolved,3.27,Emergency
DT-100130,2023-01-22,2023,January,1,3,Plant C - Katowice,Line 1,MC-5200,Injection Molding,Afternoon (14:00-22:00),OP-1237,M. Novak,Software/PLC Error,Firmware Crash,Unplanned,Network latency,31.8,0.53,266.52,8.38,52,Medical Device,In Progress,0.47,Corrective
DT-100128,2023-01-22,2023,January,1,3,Plant B - Lyon,Line 1,MC-6684,Injection Molding,Night (22:00-06:00),OP-1122,M. Novak,Electrical Failure,Sensor Fault,Unplanned,Faulty relay,14.9,0.25,193.8,13.01,23,Medical Device,Resolved,0.26,Corrective
DT-100127,2023-01-22,2023,January,1,3,Plant D - Bratislava,Line 2,MC-3594,Painting Robot,Afternoon (14:00-22:00),OP-1153,P. Kowalski,Mechanical Failure,Belt Breakage,Unplanned,Component wear beyond tolerance,253.7,4.23,1963.72,7.74,159,Packaging Materials,In Progress,3.53,Emergency
DT-100126,2023-01-22,2023,January,1,3,Plant B - Lyon,Line 2,MC-7304,Press Machine,Afternoon (14:00-22:00),OP-1176,R. Nagy,Quality Inspection,Calibration Check,Planned,Customer complaint follow-up,37.3,0.62,203.67,5.46,30,Medical Device,Resolved,0.89,Preventive
DT-100135,2023-01-23,2023,January,1,4,Plant A - Stuttgart,Line 2,MC-7849,Packaging Unit,Morning (06:00-14:00),OP-1378,A. Schmidt,Operator Error,Safety Interlock Triggered,Unplanned,Inadequate training,58.3,0.97,317.02,5.44,63,Consumer Electronics,Resolved,1.73,N/A
DT-100136,2023-01-23,2023,January,1,4,Plant B - Lyon,Line 2,MC-5010,Painting Robot,Night (22:00-06:00),OP-1048,S. Kaczmarek,Tooling Issue,Tool Breakage,Unplanned,Material hardness variance,59.1,0.98,446.13,7.55,39,Medical Device,Resolved,1.5,Corrective
DT-100137,2023-01-23,2023,January,1,4,Plant A - Stuttgart,Line 3,MC-5502,Conveyor System,Afternoon (14:00-22:00),OP-1289,H. Zajac,Operator Error,Safety Interlock Triggered,Unplanned,Inadequate training,45.9,0.77,197.27,4.3,19,Medical Device,Resolved,1.26,N/A
DT-100138,2023-01-23,2023,January,1,4,Plant A - Stuttgart,Line 2,MC-2152,Assembly Robot,Afternoon (14:00-22:00),OP-1056,L. Fischer,Preventive Maintenance,Scheduled Inspection,Planned,Scheduled maintenance plan (TPM calendar),52.2,0.87,528.04,10.12,45,Consumer Electronics,Resolved,0.89,Preventive
DT-100139,2023-01-23,2023,January,1,4,Plant D - Bratislava,Line 1,MC-7909,Injection Molding,Afternoon (14:00-22:00),OP-1333,N. Horvat,Quality Inspection,In-Process Quality Hold,Planned,Random audit,30.4,0.51,267.25,8.79,40,Industrial Parts,Resolved,0.69,Preventive
DT-100140,2023-01-23,2023,January,1,4,Plant A - Stuttgart,Line 2,MC-7849,Packaging Unit,Morning (06:00-14:00),OP-1322,S. Kaczmarek,Mechanical Failure,Gearbox Malfunction,Unplanned,Fatigue crack,89.3,1.49,490.05,5.49,101,Packaging Materials,In Progress,0.76,Emergency
DT-100149,2023-01-24,2023,January,1,4,Plant A - Stuttgart,Line 2,MC-8073,Packaging Unit,Night (22:00-06:00),OP-1259,N. Horvat,Changeover,Recipe Changeover,Planned,Scheduled production changeover,61.9,1.03,260.3,4.21,82,Consumer Electronics,In Progress,0.67,N/A
DT-100147,2023-01-24,2023,January,1,4,Plant D - Bratislava,Line 1,MC-4916,Press Machine,Afternoon (14:00-22:00),OP-1056,R. Nagy,Mechanical Failure,Bearing Failure,Unplanned,Fatigue crack,148.7,2.48,1005.9,6.76,137,Medical Device,Resolved,3.67,Corrective
DT-100146,2023-01-24,2023,January,1,4,Plant A - Stuttgart,Line 2,MC-7849,Packaging Unit,Afternoon (14:00-22:00),OP-1189,A. Schmidt,Electrical Failure,Control Panel Fault,Unplanned,Overheated component,118.3,1.97,791.13,6.69,127,Automotive Component,In Progress,0.94,Corrective
DT-100145,2023-01-24,2023,January,1,4,Plant D - Bratislava,Line 1,MC-1874,Packaging Unit,Night (22:00-06:00),OP-1133,B. Klein,Changeover,Tooling Changeover,Planned,Scheduled production changeover,117.4,1.96,554.93,4.73,148,Packaging Materials,Pending,,N/A
DT-100148,2023-01-24,2023,January,1,4,Plant A - Stuttgart,Line 1,MC-2813,Packaging Unit,Morning (06:00-14:00),OP-1033,T. Weber,Material Shortage,Supplier Late Delivery,Unplanned,Supplier logistics delay,296.7,4.94,1595.04,5.38,323,Consumer Electronics,Resolved,6.27,N/A
DT-100143,2023-01-24,2023,January,1,4,Plant D - Bratislava,Line 1,MC-6667,Press Machine,Night (22:00-06:00),OP-1394,A. Schmidt,Mechanical Failure,Gearbox Malfunction,Unplanned,Fatigue crack,186.3,3.1,996.52,5.35,136,Automotive Component,Resolved,3.16,Emergency
DT-100142,2023-01-24,2023,January,1,4,Plant D - Bratislava,Line 1,MC-7909,Injection Molding,Morning (06:00-14:00),OP-1176,T. Weber,Software/PLC Error,PLC Program Fault,Unplanned,Configuration drift,63.4,1.06,928.18,14.64,80,Packaging Materials,Resolved,1.27,Corrective
DT-100141,2023-01-24,2023,January,1,4,Plant B - Lyon,Line 1,MC-5990,CNC Machine,Night (22:00-06:00),OP-1196,D. Muller,Tooling Issue,Mold Damage,Unplanned,Material hardness variance,87.9,1.47,633.23,7.2,57,Consumer Electronics,Resolved,2.57,Corrective
DT-100144,2023-01-24,2023,January,1,4,Plant A - Stuttgart,Line 2,MC-7849,Packaging Unit,Night (22:00-06:00),OP-1048,M. Novak,Electrical Failure,Power Supply Failure,Unplanned,Faulty relay,134.0,2.23,518.68,3.87,171,Automotive Component,Resolved,3.13,Emergency
DT-100150,2023-01-25,2023,January,1,4,Plant C - Katowice,Line 3,MC-4933,Painting Robot,Afternoon (14:00-22:00),OP-1152,H. Zajac,Changeover,Product Changeover,Planned,Scheduled production changeover,81.0,1.35,809.03,9.99,53,Industrial Parts,Pending,,N/A
DT-100151,2023-01-25,2023,January,1,4,Plant B - Lyon,Line 1,MC-5990,CNC Machine,Night (22:00-06:00),OP-1062,N. Horvat,Material Shortage,Component Stockout,Unplanned,Inventory planning gap,128.6,2.14,1587.39,12.34,107,Industrial Parts,Resolved,3.81,N/A
DT-100160,2023-01-26,2023,January,1,4,Plant B - Lyon,Line 2,MC-1611,Injection Molding,Afternoon (14:00-22:00),OP-1159,E. Wagner,Software/PLC Error,PLC Program Fault,Unplanned,Unhandled exception,102.8,1.71,1269.73,12.35,159,Packaging Materials,Resolved,3.07,Corrective
DT-100159,2023-01-26,2023,January,1,4,Plant C - Katowice,Line 2,MC-5166,Robotic Welder,Night (22:00-06:00),OP-1236,H. Zajac,Electrical Failure,Control Panel Fault,Unplanned,Faulty relay,165.5,2.76,1904.12,11.51,135,Consumer Electronics,Pending,,Emergency
DT-100158,2023-01-26,2023,January,1,4,Plant A - Stuttgart,Line 3,MC-5053,Conveyor System,Night (22:00-06:00),OP-1221,S. Kaczmarek,Electrical Failure,Wiring Short Circuit,Unplanned,Corroded contact,138.3,2.31,871.06,6.3,73,Industrial Parts,In Progress,1.23,Emergency
DT-100157,2023-01-26,2023,January,1,4,Plant D - Bratislava,Line 2,MC-3594,Painting Robot,Night (22:00-06:00),OP-1279,B. Klein,Tooling Issue,Die Misalignment,Unplanned,Material hardness variance,45.2,0.75,506.0,11.19,31,Packaging Materials,Resolved,0.93,Corrective
DT-100155,2023-01-26,2023,January,1,4,Plant B - Lyon,Line 1,MC-1574,Painting Robot,Afternoon (14:00-22:00),OP-1105,L. Fischer,Material Shortage,Supplier Late Delivery,Unplanned,Customs delay,277.0,4.62,2336.08,8.43,191,Industrial Parts,Resolved,4.92,N/A
DT-100154,2023-01-26,2023,January,1,4,Plant C - Katowice,Line 2,MC-5166,Robotic Welder,Afternoon (14:00-22:00),OP-1397,A. Schmidt,Mechanical Failure,Belt Breakage,Unplanned,Component wear beyond tolerance,255.4,4.26,2536.71,9.93,223,Automotive Component,Resolved,6.85,Corrective
DT-100153,2023-01-26,2023,January,1,4,Plant A - Stuttgart,Line 1,MC-6890,Press Machine,Morning (06:00-14:00),OP-1180,K. Varga,Preventive Maintenance,Scheduled Inspection,Planned,Scheduled maintenance plan (TPM calendar),69.8,1.16,522.58,7.49,62,Consumer Electronics,In Progress,0.55,Preventive
DT-100152,2023-01-26,2023,January,1,4,Plant C - Katowice,Line 1,MC-7702,Painting Robot,Night (22:00-06:00),OP-1031,L. Fischer,Electrical Failure,Wiring Short Circuit,Unplanned,Corroded contact,120.3,2.0,1640.39,13.64,85,Medical Device,Resolved,3.4,Corrective
DT-100156,2023-01-26,2023,January,1,4,Plant A - Stuttgart,Line 3,MC-2642,Injection Molding,Morning (06:00-14:00),OP-1396,N. Horvat,Software/PLC Error,PLC Program Fault,Unplanned,Software bug,52.0,0.87,745.97,14.35,73,Consumer Electronics,Resolved,1.09,Corrective
DT-100167,2023-01-27,2023,January,1,4,Plant D - Bratislava,Line 1,MC-7909,Injection Molding,Afternoon (14:00-22:00),OP-1361,K. Varga,Operator Error,Manual Stop,Unplanned,Distraction,65.5,1.09,718.82,10.97,99,Medical Device,Resolved,1.63,N/A
DT-100170,2023-01-27,2023,January,1,4,Plant A - Stuttgart,Line 3,MC-2642,Injection Molding,Night (22:00-06:00),OP-1376,J. Dubois,Mechanical Failure,Motor Burnout,Unplanned,Fatigue crack,37.5,0.62,410.89,10.96,55,Industrial Parts,Resolved,1.11,Corrective
DT-100169,2023-01-27,2023,January,1,4,Plant D - Bratislava,Line 1,MC-1874,Packaging Unit,Afternoon (14:00-22:00),OP-1035,B. Klein,Electrical Failure,Power Supply Failure,Unplanned,Faulty relay,192.4,3.21,689.9,3.59,187,Automotive Component,Resolved,3.25,Emergency
DT-100168,2023-01-27,2023,January,1,4,Plant B - Lyon,Line 1,MC-6684,Injection Molding,Night (22:00-06:00),OP-1228,E. Wagner,Preventive Maintenance,Calibration,Planned,Scheduled maintenance plan (TPM calendar),123.4,2.06,908.41,7.36,165,Medical Device,Resolved,3.65,Preventive
DT-100166,2023-01-27,2023,January,1,4,Plant A - Stuttgart,Line 1,MC-2813,Packaging Unit,Morning (06:00-14:00),OP-1316,A. Schmidt,Electrical Failure,Sensor Fault,Unplanned,Overheated component,140.4,2.34,850.95,6.06,157,Industrial Parts,Resolved,2.56,Emergency
DT-100162,2023-01-27,2023,January,1,4,Plant B - Lyon,Line 1,MC-8447,Press Machine,Morning (06:00-14:00),OP-1050,N. Horvat,Changeover,Recipe Changeover,Planned,Scheduled production changeover,24.7,0.41,181.07,7.33,22,Packaging Materials,Resolved,0.47,N/A
DT-100164,2023-01-27,2023,January,1,4,Plant B - Lyon,Line 1,MC-1574,Painting Robot,Morning (06:00-14:00),OP-1164,T. Weber,Tooling Issue,Tool Wear,Unplanned,Exceeded tool life,90.8,1.51,738.95,8.14,51,Packaging Materials,Pending,,Corrective
DT-100163,2023-01-27,2023,January,1,4,Plant C - Katowice,Line 1,MC-5200,Injection Molding,Afternoon (14:00-22:00),OP-1260,H. Zajac,Tooling Issue,Tool Wear,Unplanned,Incorrect feed rate,80.0,1.33,642.92,8.04,105,Industrial Parts,Resolved,2.39,Corrective
DT-100161,2023-01-27,2023,January,1,4,Plant A - Stuttgart,Line 1,MC-1773,Press Machine,Morning (06:00-14:00),OP-1288,B. Klein,Changeover,Tooling Changeover,Planned,Scheduled production changeover,21.3,0.36,142.83,6.71,17,Industrial Parts,Resolved,0.62,N/A
DT-100165,2023-01-27,2023,January,1,4,Plant B - Lyon,Line 2,MC-7100,Painting Robot,Morning (06:00-14:00),OP-1268,N. Horvat,Changeover,Recipe Changeover,Planned,Scheduled production changeover,64.2,1.07,601.85,9.37,35,Automotive Component,Resolved,1.69,N/A
